assessmentScore,assignmentId,courseId,createdAt,id,isAvailable,isLate,moduleId,status,studentId,submissionDate,timeSpentMinutes,updatedAt
76.9,ASG273906,CRS583398,2025-09-24T16:49:39.752594,sa_31f83d16,,False,MOD892680,completed,646671872,2024-09-14T00:00:00,36,2025-09-24T16:49:39.752594
87.2,ASG843006,CRS583398,2025-09-24T16:49:39.752594,sa_b77cd2be,,False,MOD892680,completed,646671872,2024-09-14T00:00:00,149,2025-09-24T16:49:39.752594
83.0,ASG864612,CRS583398,2025-09-24T16:49:39.753594,sa_cbbf5959,,False,MOD646818,completed,646671872,2024-09-21T00:00:00,601,2025-09-24T16:49:39.753594
89.7,ASG484417,CRS583398,2025-09-24T16:49:39.753594,sa_2f90f8e0,,False,MOD780422,completed,646671872,2024-09-29T00:00:00,86,2025-09-24T16:49:39.753594
76.5,ASG338808,CRS583398,2025-09-24T16:49:39.753594,sa_dd61488c,,False,MOD780422,completed,646671872,2024-10-01T00:00:00,120,2025-09-24T16:49:39.753594
74.0,ASG798030,CRS583398,2025-09-24T16:49:39.753594,sa_e2116bc6,,False,MOD217930,completed,646671872,2024-10-06T00:00:00,113,2025-09-24T16:49:39.753594
83.4,ASG590848,CRS583398,2025-09-24T16:49:39.753594,sa_c3f149c9,,False,MOD217930,completed,646671872,2024-10-06T00:00:00,121,2025-09-24T16:49:39.753594
86.3,ASG622917,CRS583398,2025-09-24T16:49:39.753594,sa_f07e2c75,,False,MOD399152,completed,646671872,2024-10-15T00:00:00,99,2025-09-24T16:49:39.753594
70.3,ASG168689,CRS583398,2025-09-24T16:49:39.753594,sa_b04ca4f9,,False,MOD647562,completed,646671872,2024-10-28T00:00:00,172,2025-09-24T16:49:39.753594
89.4,ASG716661,CRS583398,2025-09-24T16:49:39.753594,sa_e53ed1e3,,False,MOD647562,completed,646671872,2024-10-20T00:00:00,117,2025-09-24T16:49:39.753594
88.3,ASG112449,CRS261592,2025-09-24T16:49:39.753594,sa_32e435a1,,False,MOD360213,completed,646671872,2024-09-14T00:00:00,337,2025-09-24T16:49:39.753594
83.0,ASG057014,CRS261592,2025-09-24T16:49:39.753594,sa_72a7792c,,False,MOD985400,completed,646671872,2024-09-25T00:00:00,100,2025-09-24T16:49:39.753594
74.7,ASG852721,CRS261592,2025-09-24T16:49:39.753594,sa_cfd3fc78,,False,MOD985400,completed,646671872,2024-09-21T00:00:00,70,2025-09-24T16:49:39.753594
70.1,ASG148982,CRS261592,2025-09-24T16:49:39.753594,sa_6df7c413,,False,MOD588503,completed,646671872,2024-09-28T00:00:00,79,2025-09-24T16:49:39.753594
82.8,ASG175536,CRS261592,2025-09-24T16:49:39.753594,sa_7284fce9,,False,MOD588503,completed,646671872,2024-09-30T00:00:00,69,2025-09-24T16:49:39.753594
88.0,ASG313401,CRS261592,2025-09-24T16:49:39.753594,sa_c73bf617,,False,MOD633349,completed,646671872,2024-10-08T00:00:00,604,2025-09-24T16:49:39.753594
83.2,ASG410436,CRS261592,2025-09-24T16:49:39.753594,sa_465933bd,,False,MOD633349,completed,646671872,2024-10-06T00:00:00,115,2025-09-24T16:49:39.753594
90.0,ASG770137,CRS261592,2025-09-24T16:49:39.753594,sa_8ced1e7c,,False,MOD426317,completed,646671872,2024-10-16T00:00:00,448,2025-09-24T16:49:39.753594
79.3,ASG098251,CRS261592,2025-09-24T16:49:39.753594,sa_21726151,,False,MOD426317,completed,646671872,2024-10-15T00:00:00,112,2025-09-24T16:49:39.753594
75.9,ASG268002,CRS261592,2025-09-24T16:49:39.753594,sa_144badd1,,False,MOD444415,completed,646671872,2024-10-25T00:00:00,112,2025-09-24T16:49:39.753594
75.6,ASG263927,CRS261592,2025-09-24T16:49:39.753594,sa_ccf20149,,False,MOD922432,completed,646671872,2024-11-02T00:00:00,47,2025-09-24T16:49:39.753594
76.9,ASG727651,CRS831057,2025-09-24T16:49:39.753594,sa_b00b0e96,,False,MOD559644,completed,646671872,2024-09-09T00:00:00,101,2025-09-24T16:49:39.753594
92.1,ASG176760,CRS831057,2025-09-24T16:49:39.753594,sa_5ca154b9,,False,MOD913915,completed,646671872,2024-09-14T00:00:00,43,2025-09-24T16:49:39.753594
69.3,ASG609707,CRS831057,2025-09-24T16:49:39.753594,sa_5770ff8d,,False,MOD913915,completed,646671872,2024-09-15T00:00:00,36,2025-09-24T16:49:39.753594
90.0,ASG251765,CRS831057,2025-09-24T16:49:39.753594,sa_f664953b,,False,MOD415464,completed,646671872,2024-09-21T00:00:00,118,2025-09-24T16:49:39.753594
81.6,ASG220478,CRS831057,2025-09-24T16:49:39.753594,sa_303c44eb,,True,MOD772650,completed,646671872,2024-10-02T00:00:00,302,2025-09-24T16:49:39.753594
87.0,ASG746675,CRS831057,2025-09-24T16:49:39.753594,sa_8fe793b9,,False,MOD772650,completed,646671872,2024-10-02T00:00:00,62,2025-09-24T16:49:39.753594
74.0,ASG924252,CRS831057,2025-09-24T16:49:39.753594,sa_b800ba92,,False,MOD627975,completed,646671872,2024-10-09T00:00:00,53,2025-09-24T16:49:39.753594
82.9,ASG984246,CRS831057,2025-09-24T16:49:39.753594,sa_4559d73f,,False,MOD627975,completed,646671872,2024-10-11T00:00:00,91,2025-09-24T16:49:39.753594
81.5,ASG299100,CRS831057,2025-09-24T16:49:39.753594,sa_29ba2232,,False,MOD824980,completed,646671872,2024-10-15T00:00:00,137,2025-09-24T16:49:39.753594
88.0,ASG221221,CRS831057,2025-09-24T16:49:39.753594,sa_bf7b9061,,False,MOD824980,completed,646671872,2024-10-17T00:00:00,48,2025-09-24T16:49:39.753594
92.8,ASG482072,CRS831057,2025-09-24T16:49:39.753594,sa_8e36b468,,False,MOD214559,completed,646671872,2024-10-25T00:00:00,164,2025-09-24T16:49:39.753594
78.1,ASG004712,CRS831057,2025-09-24T16:49:39.753594,sa_bb57f2d6,,False,MOD214559,completed,646671872,2024-10-27T00:00:00,146,2025-09-24T16:49:39.753594
69.9,ASG871008,CRS831057,2025-09-24T16:49:39.753594,sa_e96b6ff0,,False,MOD616746,completed,646671872,2024-11-01T00:00:00,83,2025-09-24T16:49:39.753594
73.6,ASG244784,CRS430230,2025-09-24T16:49:39.753594,sa_f2c6089b,,True,MOD517327,completed,341741570,2024-09-04T00:00:00,204,2025-09-24T16:49:39.753594
58.0,ASG400832,CRS430230,2025-09-24T16:49:39.753594,sa_3ca81ff3,,True,MOD543024,completed,341741570,2024-09-21T00:00:00,102,2025-09-24T16:49:39.753594
64.9,ASG644774,CRS430230,2025-09-24T16:49:39.753594,sa_4d0ed28c,,False,MOD006571,completed,341741570,2024-09-29T00:00:00,187,2025-09-24T16:49:39.754594
78.0,ASG770482,CRS430230,2025-09-24T16:49:39.754594,sa_01c2acef,,False,MOD006571,completed,341741570,2024-09-28T00:00:00,158,2025-09-24T16:49:39.754594
71.8,ASG938132,CRS430230,2025-09-24T16:49:39.754594,sa_1eb1ea20,,False,MOD345410,completed,341741570,2024-10-06T00:00:00,622,2025-09-24T16:49:39.754594
71.2,ASG611689,CRS430230,2025-09-24T16:49:39.754594,sa_4a2be82a,,False,MOD986258,completed,341741570,2024-10-16T00:00:00,371,2025-09-24T16:49:39.754594
62.8,ASG447003,CRS430230,2025-09-24T16:49:39.754594,sa_6f7843df,,True,MOD986258,completed,341741570,2024-10-22T00:00:00,79,2025-09-24T16:49:39.754594
79.6,ASG176760,CRS831057,2025-09-24T16:49:39.754594,sa_94d64bd5,,False,MOD913915,completed,341741570,2024-09-14T00:00:00,42,2025-09-24T16:49:39.754594
79.8,ASG609707,CRS831057,2025-09-24T16:49:39.754594,sa_edd003a8,,False,MOD913915,completed,341741570,2024-09-15T00:00:00,65,2025-09-24T16:49:39.754594
80.7,ASG251765,CRS831057,2025-09-24T16:49:39.754594,sa_e5e3e6bb,,False,MOD415464,completed,341741570,2024-09-22T00:00:00,133,2025-09-24T16:49:39.754594
74.3,ASG746675,CRS831057,2025-09-24T16:49:39.754594,sa_3a0fd759,,False,MOD772650,completed,341741570,2024-09-30T00:00:00,53,2025-09-24T16:49:39.754594
63.2,ASG924252,CRS831057,2025-09-24T16:49:39.754594,sa_8d3f3e3d,,False,MOD627975,completed,341741570,2024-10-12T00:00:00,61,2025-09-24T16:49:39.754594
66.5,ASG984246,CRS831057,2025-09-24T16:49:39.754594,sa_33050ef0,,False,MOD627975,completed,341741570,2024-10-12T00:00:00,210,2025-09-24T16:49:39.754594
75.7,ASG299100,CRS831057,2025-09-24T16:49:39.754594,sa_b26015d1,,False,MOD824980,completed,341741570,2024-10-17T00:00:00,190,2025-09-24T16:49:39.754594
66.5,ASG482072,CRS831057,2025-09-24T16:49:39.754594,sa_2f16d0d5,,False,MOD214559,completed,341741570,2024-10-26T00:00:00,189,2025-09-24T16:49:39.754594
64.2,ASG004712,CRS831057,2025-09-24T16:49:39.754594,sa_7f539bc7,,False,MOD214559,completed,341741570,2024-10-27T00:00:00,109,2025-09-24T16:49:39.754594
55.7,ASG273906,CRS583398,2025-09-24T16:49:39.754594,sa_83d0d50a,,False,MOD892680,completed,341741570,2024-09-15T00:00:00,40,2025-09-24T16:49:39.754594
47.4,ASG843006,CRS583398,2025-09-24T16:49:39.754594,sa_5edfe43f,,False,MOD892680,completed,341741570,2024-09-14T00:00:00,124,2025-09-24T16:49:39.754594
50.4,ASG864612,CRS583398,2025-09-24T16:49:39.754594,sa_0b720d28,,True,MOD646818,completed,341741570,2024-09-25T00:00:00,409,2025-09-24T16:49:39.754594
57.2,ASG484417,CRS583398,2025-09-24T16:49:39.754594,sa_df4bce12,,False,MOD780422,completed,341741570,2024-09-30T00:00:00,105,2025-09-24T16:49:39.754594
48.9,ASG338808,CRS583398,2025-09-24T16:49:39.754594,sa_843d9ab9,,False,MOD780422,completed,341741570,2024-09-30T00:00:00,154,2025-09-24T16:49:39.754594
56.2,ASG798030,CRS583398,2025-09-24T16:49:39.754594,sa_a6748594,,False,MOD217930,completed,341741570,2024-10-07T00:00:00,181,2025-09-24T16:49:39.754594
51.3,ASG590848,CRS583398,2025-09-24T16:49:39.754594,sa_59be2056,,False,MOD217930,completed,341741570,2024-10-12T00:00:00,180,2025-09-24T16:49:39.754594
40.3,ASG622917,CRS583398,2025-09-24T16:49:39.754594,sa_0c6afe23,,True,MOD399152,completed,341741570,2024-10-24T00:00:00,98,2025-09-24T16:49:39.754594
67.9,ASG112449,CRS261592,2025-09-24T16:49:39.754594,sa_0912ae1c,,True,MOD360213,completed,341741570,2024-09-21T00:00:00,407,2025-09-24T16:49:39.754594
60.4,ASG852721,CRS261592,2025-09-24T16:49:39.754594,sa_159a6025,,False,MOD985400,completed,341741570,2024-09-18T00:00:00,64,2025-09-24T16:49:39.754594
66.4,ASG148982,CRS261592,2025-09-24T16:49:39.754594,sa_3f3bb5de,,False,MOD588503,completed,341741570,2024-10-01T00:00:00,130,2025-09-24T16:49:39.754594
68.4,ASG410436,CRS261592,2025-09-24T16:49:39.755595,sa_0f5b39a7,,False,MOD633349,completed,341741570,2024-10-08T00:00:00,176,2025-09-24T16:49:39.755595
71.5,ASG770137,CRS261592,2025-09-24T16:49:39.755657,sa_93e99a50,,False,MOD426317,completed,341741570,2024-10-19T00:00:00,588,2025-09-24T16:49:39.755657
63.1,ASG268002,CRS261592,2025-09-24T16:49:39.755657,sa_83401943,,True,MOD444415,completed,341741570,2024-10-25T00:00:00,75,2025-09-24T16:49:39.755657
83.6,ASG525213,CRS430230,2025-09-24T16:49:39.755657,sa_c06d52f7,,False,MOD517327,completed,937462007,2024-09-04T00:00:00,481,2025-09-24T16:49:39.755657
88.2,ASG244784,CRS430230,2025-09-24T16:49:39.755657,sa_1d7df6b7,,False,MOD517327,completed,937462007,2024-09-04T00:00:00,175,2025-09-24T16:49:39.755657
92.5,ASG400832,CRS430230,2025-09-24T16:49:39.755958,sa_ee9f2c96,,False,MOD543024,completed,937462007,2024-09-19T00:00:00,124,2025-09-24T16:49:39.755958
69.5,ASG644774,CRS430230,2025-09-24T16:49:39.755958,sa_4b91fbb8,,False,MOD006571,completed,937462007,2024-09-25T00:00:00,157,2025-09-24T16:49:39.755958
91.1,ASG770482,CRS430230,2025-09-24T16:49:39.755958,sa_fd495861,,False,MOD006571,completed,937462007,2024-09-30T00:00:00,165,2025-09-24T16:49:39.755958
78.7,ASG938132,CRS430230,2025-09-24T16:49:39.755958,sa_524da0c5,,False,MOD345410,completed,937462007,2024-10-07T00:00:00,446,2025-09-24T16:49:39.755958
85.4,ASG611689,CRS430230,2025-09-24T16:49:39.755958,sa_04753009,,False,MOD986258,completed,937462007,2024-10-13T00:00:00,334,2025-09-24T16:49:39.755958
77.2,ASG447003,CRS430230,2025-09-24T16:49:39.755958,sa_985a086e,,False,MOD986258,completed,937462007,2024-10-14T00:00:00,78,2025-09-24T16:49:39.755958
80.8,ASG382587,CRS430230,2025-09-24T16:49:39.755958,sa_a91d119b,,False,MOD909075,completed,937462007,2024-10-28T00:00:00,187,2025-09-24T16:49:39.755958
70.3,ASG399228,CRS430230,2025-09-24T16:49:39.755958,sa_3391ef37,,False,MOD909075,completed,937462007,2024-10-23T00:00:00,124,2025-09-24T16:49:39.755958
69.0,ASG112449,CRS261592,2025-09-24T16:49:39.755958,sa_7ac05c3f,,True,MOD360213,completed,937462007,2024-09-11T00:00:00,313,2025-09-24T16:49:39.755958
70.9,ASG057014,CRS261592,2025-09-24T16:49:39.755958,sa_154a25fb,,False,MOD985400,completed,937462007,2024-09-23T00:00:00,72,2025-09-24T16:49:39.755958
87.9,ASG852721,CRS261592,2025-09-24T16:49:39.755958,sa_2ee74a73,,False,MOD985400,completed,937462007,2024-09-18T00:00:00,43,2025-09-24T16:49:39.755958
87.9,ASG148982,CRS261592,2025-09-24T16:49:39.755958,sa_02e53a66,,False,MOD588503,completed,937462007,2024-09-29T00:00:00,85,2025-09-24T16:49:39.755958
60.7,ASG175536,CRS261592,2025-09-24T16:49:39.755958,sa_46127a91,,True,MOD588503,completed,937462007,2024-09-30T00:00:00,135,2025-09-24T16:49:39.755958
75.5,ASG313401,CRS261592,2025-09-24T16:49:39.755958,sa_4b97c01f,,False,MOD633349,completed,937462007,2024-10-09T00:00:00,555,2025-09-24T16:49:39.755958
76.4,ASG410436,CRS261592,2025-09-24T16:49:39.755958,sa_1eded550,,False,MOD633349,completed,937462007,2024-10-09T00:00:00,152,2025-09-24T16:49:39.755958
69.6,ASG770137,CRS261592,2025-09-24T16:49:39.755958,sa_55b7deda,,False,MOD426317,completed,937462007,2024-10-15T00:00:00,364,2025-09-24T16:49:39.755958
79.1,ASG098251,CRS261592,2025-09-24T16:49:39.755958,sa_d1bb36bc,,False,MOD426317,completed,937462007,2024-10-13T00:00:00,156,2025-09-24T16:49:39.755958
86.7,ASG268002,CRS261592,2025-09-24T16:49:39.755958,sa_e12181fb,,False,MOD444415,completed,937462007,2024-10-24T00:00:00,122,2025-09-24T16:49:39.755958
88.3,ASG727651,CRS831057,2025-09-24T16:49:39.755958,sa_0fbc7542,,False,MOD559644,completed,937462007,2024-09-07T00:00:00,77,2025-09-24T16:49:39.755958
86.5,ASG176760,CRS831057,2025-09-24T16:49:39.755958,sa_31906c5a,,False,MOD913915,completed,937462007,2024-09-14T00:00:00,46,2025-09-24T16:49:39.755958
86.0,ASG609707,CRS831057,2025-09-24T16:49:39.755958,sa_a4b5b900,,False,MOD913915,completed,937462007,2024-09-14T00:00:00,60,2025-09-24T16:49:39.755958
63.2,ASG251765,CRS831057,2025-09-24T16:49:39.755958,sa_0882236a,,True,MOD415464,completed,937462007,2024-09-23T00:00:00,110,2025-09-24T16:49:39.755958
79.6,ASG220478,CRS831057,2025-09-24T16:49:39.755958,sa_ce4e25c3,,False,MOD772650,completed,937462007,2024-10-05T00:00:00,384,2025-09-24T16:49:39.755958
73.3,ASG746675,CRS831057,2025-09-24T16:49:39.755958,sa_9f9956aa,,False,MOD772650,completed,937462007,2024-09-28T00:00:00,60,2025-09-24T16:49:39.755958
70.9,ASG924252,CRS831057,2025-09-24T16:49:39.755958,sa_70bb31a1,,False,MOD627975,completed,937462007,2024-10-09T00:00:00,42,2025-09-24T16:49:39.755958
90.9,ASG984246,CRS831057,2025-09-24T16:49:39.755958,sa_3b0a3c0c,,False,MOD627975,completed,937462007,2024-10-12T00:00:00,172,2025-09-24T16:49:39.755958
78.3,ASG299100,CRS831057,2025-09-24T16:49:39.755958,sa_7c67db52,,False,MOD824980,completed,937462007,2024-10-15T00:00:00,170,2025-09-24T16:49:39.755958
79.5,ASG221221,CRS831057,2025-09-24T16:49:39.755958,sa_d1ead726,,False,MOD824980,completed,937462007,2024-10-19T00:00:00,33,2025-09-24T16:49:39.755958
71.6,ASG482072,CRS831057,2025-09-24T16:49:39.755958,sa_96f52ca7,,False,MOD214559,completed,937462007,2024-10-25T00:00:00,124,2025-09-24T16:49:39.755958
85.6,ASG004712,CRS831057,2025-09-24T16:49:39.755958,sa_12b71a41,,False,MOD214559,completed,937462007,2024-10-26T00:00:00,98,2025-09-24T16:49:39.755958
72.0,ASG871008,CRS831057,2025-09-24T16:49:39.755958,sa_afc7f115,,False,MOD616746,completed,937462007,2024-11-03T00:00:00,87,2025-09-24T16:49:39.755958
72.9,ASG273906,CRS583398,2025-09-24T16:49:39.755958,sa_6b63ee04,,False,MOD892680,completed,937462007,2024-09-14T00:00:00,57,2025-09-24T16:49:39.755958
54.9,ASG843006,CRS583398,2025-09-24T16:49:39.756979,sa_ad53b96d,,True,MOD892680,completed,937462007,2024-09-14T00:00:00,127,2025-09-24T16:49:39.756979
52.1,ASG864612,CRS583398,2025-09-24T16:49:39.756979,sa_bb635529,,True,MOD646818,completed,937462007,2024-09-22T00:00:00,288,2025-09-24T16:49:39.756979
72.5,ASG484417,CRS583398,2025-09-24T16:49:39.756979,sa_7fc33c70,,False,MOD780422,completed,937462007,2024-10-01T00:00:00,83,2025-09-24T16:49:39.756979
61.8,ASG338808,CRS583398,2025-09-24T16:49:39.756979,sa_0adb196b,,False,MOD780422,completed,937462007,2024-10-01T00:00:00,156,2025-09-24T16:49:39.756979
59.1,ASG798030,CRS583398,2025-09-24T16:49:39.756979,sa_530dd332,,False,MOD217930,completed,937462007,2024-10-07T00:00:00,165,2025-09-24T16:49:39.756979
69.1,ASG590848,CRS583398,2025-09-24T16:49:39.756979,sa_ce7bfffe,,False,MOD217930,completed,937462007,2024-10-05T00:00:00,120,2025-09-24T16:49:39.756979
61.7,ASG622917,CRS583398,2025-09-24T16:49:39.756979,sa_f0a7186b,,False,MOD399152,completed,937462007,2024-10-12T00:00:00,111,2025-09-24T16:49:39.756979
61.5,ASG168689,CRS583398,2025-09-24T16:49:39.756979,sa_e69511c9,,True,MOD647562,completed,937462007,2024-10-27T00:00:00,105,2025-09-24T16:49:39.756979
61.6,ASG716661,CRS583398,2025-09-24T16:49:39.756979,sa_1da65cff,,False,MOD647562,completed,937462007,2024-10-26T00:00:00,114,2025-09-24T16:49:39.756979
68.9,ASG800475,CRS583398,2025-09-24T16:49:39.756979,sa_1b542dcd,,False,MOD624828,completed,937462007,2024-11-02T00:00:00,169,2025-09-24T16:49:39.756979
63.7,ASG467978,CRS583398,2025-09-24T16:49:39.756979,sa_1e99537a,,False,MOD624828,completed,937462007,2024-11-02T00:00:00,119,2025-09-24T16:49:39.756979
100,ASG525213,CRS430230,2025-09-24T16:49:39.756979,sa_fa0c0a33,,False,MOD517327,completed,435708217,2024-09-07T00:00:00,558,2025-09-24T16:49:39.756979
98.9,ASG244784,CRS430230,2025-09-24T16:49:39.756979,sa_af46eecd,,False,MOD517327,completed,435708217,2024-09-04T00:00:00,151,2025-09-24T16:49:39.756979
99.2,ASG400832,CRS430230,2025-09-24T16:49:39.756979,sa_5cd8a496,,False,MOD543024,completed,435708217,2024-09-16T00:00:00,119,2025-09-24T16:49:39.756979
90.9,ASG644774,CRS430230,2025-09-24T16:49:39.756979,sa_8c7cb194,,False,MOD006571,completed,435708217,2024-09-25T00:00:00,121,2025-09-24T16:49:39.756979
80.2,ASG770482,CRS430230,2025-09-24T16:49:39.756979,sa_b457d5ff,,False,MOD006571,completed,435708217,2024-09-28T00:00:00,106,2025-09-24T16:49:39.756979
100,ASG611689,CRS430230,2025-09-24T16:49:39.756979,sa_4d2d493a,,False,MOD986258,completed,435708217,2024-10-12T00:00:00,410,2025-09-24T16:49:39.756979
77.9,ASG447003,CRS430230,2025-09-24T16:49:39.756979,sa_13064d9c,,False,MOD986258,completed,435708217,2024-10-13T00:00:00,115,2025-09-24T16:49:39.756979
100,ASG382587,CRS430230,2025-09-24T16:49:39.756979,sa_b2ad954b,,False,MOD909075,completed,435708217,2024-10-26T00:00:00,141,2025-09-24T16:49:39.756979
100,ASG399228,CRS430230,2025-09-24T16:49:39.756979,sa_dce45994,,False,MOD909075,completed,435708217,2024-10-26T00:00:00,173,2025-09-24T16:49:39.756979
88.6,ASG486881,CRS430230,2025-09-24T16:49:39.756979,sa_9f66d10c,,False,MOD700031,completed,435708217,2024-11-07T00:00:00,107,2025-09-24T16:49:39.756979
91.3,ASG976589,CRS430230,2025-09-24T16:49:39.756979,sa_3cf634ab,,False,MOD700031,completed,435708217,2024-11-09T00:00:00,457,2025-09-24T16:49:39.756979
100,ASG727651,CRS831057,2025-09-24T16:49:39.756979,sa_0a0b0307,,False,MOD559644,completed,435708217,2024-09-05T00:00:00,91,2025-09-24T16:49:39.756979
85.9,ASG176760,CRS831057,2025-09-24T16:49:39.756979,sa_5bdde1b9,,False,MOD913915,completed,435708217,2024-09-14T00:00:00,40,2025-09-24T16:49:39.756979
95.0,ASG609707,CRS831057,2025-09-24T16:49:39.756979,sa_d3ed87d4,,False,MOD913915,completed,435708217,2024-09-14T00:00:00,45,2025-09-24T16:49:39.756979
80.3,ASG251765,CRS831057,2025-09-24T16:49:39.756979,sa_9c790472,,False,MOD415464,completed,435708217,2024-09-22T00:00:00,92,2025-09-24T16:49:39.756979
88.6,ASG220478,CRS831057,2025-09-24T16:49:39.756979,sa_374a40c9,,False,MOD772650,completed,435708217,2024-10-01T00:00:00,525,2025-09-24T16:49:39.756979
87.0,ASG746675,CRS831057,2025-09-24T16:49:39.756979,sa_5915c781,,False,MOD772650,completed,435708217,2024-10-05T00:00:00,70,2025-09-24T16:49:39.756979
81.1,ASG924252,CRS831057,2025-09-24T16:49:39.756979,sa_b29ba9b8,,False,MOD627975,completed,435708217,2024-10-09T00:00:00,48,2025-09-24T16:49:39.756979
87.0,ASG984246,CRS831057,2025-09-24T16:49:39.756979,sa_122e8995,,False,MOD627975,completed,435708217,2024-10-12T00:00:00,114,2025-09-24T16:49:39.756979
86.8,ASG299100,CRS831057,2025-09-24T16:49:39.756979,sa_077799d4,,False,MOD824980,completed,435708217,2024-10-16T00:00:00,122,2025-09-24T16:49:39.756979
95.9,ASG221221,CRS831057,2025-09-24T16:49:39.756979,sa_b32e0c4d,,False,MOD824980,completed,435708217,2024-10-17T00:00:00,53,2025-09-24T16:49:39.756979
91.1,ASG482072,CRS831057,2025-09-24T16:49:39.756979,sa_3800a9b8,,False,MOD214559,completed,435708217,2024-10-25T00:00:00,161,2025-09-24T16:49:39.756979
96.3,ASG004712,CRS831057,2025-09-24T16:49:39.756979,sa_bc9a5582,,False,MOD214559,completed,435708217,2024-10-26T00:00:00,125,2025-09-24T16:49:39.756979
96.3,ASG871008,CRS831057,2025-09-24T16:49:39.756979,sa_22de6973,,False,MOD616746,completed,435708217,2024-11-02T00:00:00,80,2025-09-24T16:49:39.756979
91.7,ASG857855,CRS831057,2025-09-24T16:49:39.756979,sa_74e0a8f0,,False,MOD228517,completed,435708217,2024-11-09T00:00:00,134,2025-09-24T16:49:39.756979
59.8,ASG273906,CRS583398,2025-09-24T16:49:39.757979,sa_10384d2b,,False,MOD892680,completed,435708217,2024-09-15T00:00:00,50,2025-09-24T16:49:39.757979
63.3,ASG843006,CRS583398,2025-09-24T16:49:39.757979,sa_46f8e803,,False,MOD892680,completed,435708217,2024-09-14T00:00:00,139,2025-09-24T16:49:39.757979
75.6,ASG864612,CRS583398,2025-09-24T16:49:39.757979,sa_04bb1edd,,False,MOD646818,completed,435708217,2024-09-21T00:00:00,520,2025-09-24T16:49:39.757979
72.6,ASG484417,CRS583398,2025-09-24T16:49:39.757979,sa_711cfb52,,False,MOD780422,completed,435708217,2024-09-30T00:00:00,88,2025-09-24T16:49:39.757979
69.8,ASG338808,CRS583398,2025-09-24T16:49:39.757979,sa_6ec60fbb,,False,MOD780422,completed,435708217,2024-10-05T00:00:00,143,2025-09-24T16:49:39.757979
59.7,ASG798030,CRS583398,2025-09-24T16:49:39.757979,sa_f3eae187,,False,MOD217930,completed,435708217,2024-10-07T00:00:00,191,2025-09-24T16:49:39.757979
63.8,ASG590848,CRS583398,2025-09-24T16:49:39.757979,sa_80a0b240,,False,MOD217930,completed,435708217,2024-10-06T00:00:00,174,2025-09-24T16:49:39.757979
69.6,ASG622917,CRS583398,2025-09-24T16:49:39.757979,sa_3bef462e,,False,MOD399152,completed,435708217,2024-10-13T00:00:00,84,2025-09-24T16:49:39.757979
75.2,ASG168689,CRS583398,2025-09-24T16:49:39.757979,sa_7621715f,,False,MOD647562,completed,435708217,2024-10-23T00:00:00,182,2025-09-24T16:49:39.757979
57.9,ASG716661,CRS583398,2025-09-24T16:49:39.757979,sa_8449af9d,,True,MOD647562,completed,435708217,2024-10-23T00:00:00,122,2025-09-24T16:49:39.757979
62.2,ASG800475,CRS583398,2025-09-24T16:49:39.757979,sa_e68df8c0,,False,MOD624828,completed,435708217,2024-11-02T00:00:00,173,2025-09-24T16:49:39.757979
68.5,ASG467978,CRS583398,2025-09-24T16:49:39.757979,sa_38f7ddcf,,False,MOD624828,completed,435708217,2024-11-02T00:00:00,124,2025-09-24T16:49:39.757979
72.1,ASG841128,CRS583398,2025-09-24T16:49:39.757979,sa_cfc8f0a8,,False,MOD416467,completed,435708217,2024-11-10T00:00:00,58,2025-09-24T16:49:39.757979
91.3,ASG112449,CRS261592,2025-09-24T16:49:39.757979,sa_47149a3f,,False,MOD360213,completed,435708217,2024-09-14T00:00:00,466,2025-09-24T16:49:39.757979
97.1,ASG057014,CRS261592,2025-09-24T16:49:39.757979,sa_483b47c3,,False,MOD985400,completed,435708217,2024-09-21T00:00:00,123,2025-09-24T16:49:39.757979
98.1,ASG852721,CRS261592,2025-09-24T16:49:39.757979,sa_956c4fd3,,False,MOD985400,completed,435708217,2024-09-21T00:00:00,53,2025-09-24T16:49:39.757979
89.6,ASG148982,CRS261592,2025-09-24T16:49:39.757979,sa_8523a44a,,False,MOD588503,completed,435708217,2024-09-28T00:00:00,85,2025-09-24T16:49:39.757979
81.9,ASG175536,CRS261592,2025-09-24T16:49:39.757979,sa_136c43a8,,False,MOD588503,completed,435708217,2024-09-30T00:00:00,131,2025-09-24T16:49:39.757979
83.7,ASG313401,CRS261592,2025-09-24T16:49:39.757979,sa_417c0751,,False,MOD633349,completed,435708217,2024-10-08T00:00:00,439,2025-09-24T16:49:39.757979
90.3,ASG410436,CRS261592,2025-09-24T16:49:39.757979,sa_a4fc7314,,False,MOD633349,completed,435708217,2024-10-05T00:00:00,168,2025-09-24T16:49:39.757979
79.6,ASG770137,CRS261592,2025-09-24T16:49:39.757979,sa_2ed8b538,,False,MOD426317,completed,435708217,2024-10-15T00:00:00,631,2025-09-24T16:49:39.757979
92.6,ASG098251,CRS261592,2025-09-24T16:49:39.757979,sa_90795aec,,False,MOD426317,completed,435708217,2024-10-15T00:00:00,127,2025-09-24T16:49:39.757979
86.5,ASG268002,CRS261592,2025-09-24T16:49:39.757979,sa_052a1cb2,,False,MOD444415,completed,435708217,2024-10-24T00:00:00,73,2025-09-24T16:49:39.757979
