assignmentId,courseId,createdAt,id,isAvailable,moduleId,status,studentId,updatedAt
ASG841128,CRS583398,2025-09-24T16:49:39.815058,fa_7146a509,False,MOD416467,future,480270549,2025-09-24T16:49:39.815058
ASG327241,CRS583398,2025-09-24T16:49:39.815058,fa_47bf55ca,False,MOD852923,future,480270549,2025-09-24T16:49:39.815058
ASG234064,CRS583398,2025-09-24T16:49:39.815058,fa_e4c198c8,False,MOD852923,future,480270549,2025-09-24T16:49:39.815058
ASG446368,CRS583398,2025-09-24T16:49:39.815058,fa_f596a8e2,False,MOD295195,future,480270549,2025-09-24T16:49:39.815058
ASG206847,CRS583398,2025-09-24T16:49:39.815058,fa_d14758ad,False,MOD295195,future,480270549,2025-09-24T16:49:39.815058
ASG959133,CRS583398,2025-09-24T16:49:39.815058,fa_c13e1c40,False,MOD489717,future,480270549,2025-09-24T16:49:39.815058
ASG546268,CRS583398,2025-09-24T16:49:39.815058,fa_5a0e66d6,False,MOD178390,future,480270549,2025-09-24T16:49:39.815058
ASG486881,CRS430230,2025-09-24T16:49:39.815058,fa_7bec3dc8,False,MOD700031,future,288594507,2025-09-24T16:49:39.815058
ASG976589,CRS430230,2025-09-24T16:49:39.815058,fa_da862b9d,False,MOD700031,future,288594507,2025-09-24T16:49:39.815058
ASG606210,CRS430230,2025-09-24T16:49:39.815058,fa_42dc666c,False,MOD192486,future,288594507,2025-09-24T16:49:39.815058
ASG613485,CRS430230,2025-09-24T16:49:39.815058,fa_ab5ec8c9,False,MOD369841,future,288594507,2025-09-24T16:49:39.815058
ASG534715,CRS430230,2025-09-24T16:49:39.817059,fa_99a8fbdc,False,MOD369841,future,288594507,2025-09-24T16:49:39.817059
ASG527103,CRS430230,2025-09-24T16:49:39.817059,fa_331912ab,False,MOD405876,future,288594507,2025-09-24T16:49:39.817059
ASG442700,CRS430230,2025-09-24T16:49:39.817059,fa_da79ec86,False,MOD405876,future,288594507,2025-09-24T16:49:39.817059
ASG517019,CRS430230,2025-09-24T16:49:39.817059,fa_d419d5d1,False,MOD975016,future,288594507,2025-09-24T16:49:39.817059
ASG273230,CRS430230,2025-09-24T16:49:39.817059,fa_e70bc74c,False,MOD016077,future,288594507,2025-09-24T16:49:39.817059
ASG055313,CRS430230,2025-09-24T16:49:39.817059,fa_a1f24fab,False,MOD635821,future,288594507,2025-09-24T16:49:39.817059
ASG329057,CRS446141,2025-09-24T16:49:39.817059,fa_aa7ac516,False,MOD210995,future,288594507,2025-09-24T16:49:39.817059
ASG284784,CRS446141,2025-09-24T16:49:39.817059,fa_0c3ab224,False,MOD210995,future,288594507,2025-09-24T16:49:39.817059
ASG009429,CRS446141,2025-09-24T16:49:39.817059,fa_9ba37ff2,False,MOD874307,future,288594507,2025-09-24T16:49:39.817059
ASG687550,CRS446141,2025-09-24T16:49:39.817059,fa_77f07f23,False,MOD874307,future,288594507,2025-09-24T16:49:39.817059
ASG628091,CRS446141,2025-09-24T16:49:39.817059,fa_81597775,False,MOD735642,future,288594507,2025-09-24T16:49:39.817059
ASG200193,CRS446141,2025-09-24T16:49:39.817059,fa_5c1d1340,False,MOD373068,future,288594507,2025-09-24T16:49:39.817059
ASG432376,CRS446141,2025-09-24T16:49:39.817059,fa_c68bdf87,False,MOD373068,future,288594507,2025-09-24T16:49:39.817059
ASG765867,CRS446141,2025-09-24T16:49:39.817059,fa_281339bc,False,MOD532943,future,288594507,2025-09-24T16:49:39.817059
ASG609768,CRS446141,2025-09-24T16:49:39.817059,fa_c6a4018c,False,MOD532943,future,288594507,2025-09-24T16:49:39.817059
ASG914539,CRS446141,2025-09-24T16:49:39.817059,fa_2774a5e6,False,MOD666036,future,288594507,2025-09-24T16:49:39.817059
ASG424151,CRS446141,2025-09-24T16:49:39.817059,fa_8af45c01,False,MOD666036,future,288594507,2025-09-24T16:49:39.817059
ASG528951,CRS446141,2025-09-24T16:49:39.817059,fa_a8f04807,False,MOD450429,future,288594507,2025-09-24T16:49:39.817059
ASG429405,CRS446141,2025-09-24T16:49:39.817059,fa_98910760,False,MOD450429,future,288594507,2025-09-24T16:49:39.817059
ASG488161,CRS446141,2025-09-24T16:49:39.817059,fa_81c63e77,False,MOD413247,future,288594507,2025-09-24T16:49:39.817059
ASG367080,CRS446141,2025-09-24T16:49:39.817059,fa_f4214f00,False,MOD413247,future,288594507,2025-09-24T16:49:39.817059
ASG852991,CRS446141,2025-09-24T16:49:39.818089,fa_404fdd86,False,MOD682512,future,288594507,2025-09-24T16:49:39.818089
ASG993493,CRS446141,2025-09-24T16:49:39.818089,fa_9a8e2283,False,MOD682512,future,288594507,2025-09-24T16:49:39.818089
ASG365489,CRS446141,2025-09-24T16:49:39.818089,fa_b2ba5951,False,MOD330967,future,288594507,2025-09-24T16:49:39.818089
ASG102439,CRS446141,2025-09-24T16:49:39.818089,fa_904f45a2,False,MOD330967,future,288594507,2025-09-24T16:49:39.818089
ASG263927,CRS261592,2025-09-24T16:49:39.818089,fa_b5fad614,False,MOD922432,future,288594507,2025-09-24T16:49:39.818089
ASG505574,CRS261592,2025-09-24T16:49:39.818089,fa_2bd153fc,False,MOD955420,future,288594507,2025-09-24T16:49:39.818089
ASG756236,CRS261592,2025-09-24T16:49:39.818089,fa_b3d6fb91,False,MOD955420,future,288594507,2025-09-24T16:49:39.818089
ASG394130,CRS261592,2025-09-24T16:49:39.818089,fa_65eea64a,False,MOD895159,future,288594507,2025-09-24T16:49:39.818089
ASG595646,CRS261592,2025-09-24T16:49:39.818089,fa_9981b679,False,MOD383486,future,288594507,2025-09-24T16:49:39.818089
ASG037975,CRS261592,2025-09-24T16:49:39.818089,fa_d5e7eda2,False,MOD383486,future,288594507,2025-09-24T16:49:39.818089
ASG871008,CRS831057,2025-09-24T16:49:39.819094,fa_6d8bff5f,False,MOD616746,future,288594507,2025-09-24T16:49:39.819094
ASG857855,CRS831057,2025-09-24T16:49:39.819094,fa_51a35dc2,False,MOD228517,future,288594507,2025-09-24T16:49:39.819094
ASG753549,CRS831057,2025-09-24T16:49:39.819094,fa_188e4a49,False,MOD228517,future,288594507,2025-09-24T16:49:39.819094
ASG334226,CRS831057,2025-09-24T16:49:39.819094,fa_97429481,False,MOD982753,future,288594507,2025-09-24T16:49:39.819094
ASG969040,CRS831057,2025-09-24T16:49:39.819094,fa_f3d477e6,False,MOD982753,future,288594507,2025-09-24T16:49:39.819094
ASG680531,CRS831057,2025-09-24T16:49:39.819094,fa_fd764f67,False,MOD661977,future,288594507,2025-09-24T16:49:39.819094
ASG119864,CRS831057,2025-09-24T16:49:39.819094,fa_bfd2c013,False,MOD308740,future,288594507,2025-09-24T16:49:39.819094
ASG430137,CRS831057,2025-09-24T16:49:39.819094,fa_f1f04271,False,MOD308740,future,288594507,2025-09-24T16:49:39.819094
ASG732860,CRS831057,2025-09-24T16:49:39.819094,fa_741d3c1c,False,MOD788235,future,288594507,2025-09-24T16:49:39.819094
ASG544071,CRS831057,2025-09-24T16:49:39.819094,fa_e4f0c40d,False,MOD959497,future,288594507,2025-09-24T16:49:39.819094
ASG961711,CRS058797,2025-09-24T16:49:39.819094,fa_4d6f417b,False,MOD342337,future,288594507,2025-09-24T16:49:39.819094
ASG134566,CRS058797,2025-09-24T16:49:39.819094,fa_86ec68be,False,MOD987246,future,288594507,2025-09-24T16:49:39.819094
ASG266948,CRS058797,2025-09-24T16:49:39.819094,fa_d0e8d3e9,False,MOD987246,future,288594507,2025-09-24T16:49:39.819094
ASG156319,CRS058797,2025-09-24T16:49:39.819094,fa_fc97b639,False,MOD764544,future,288594507,2025-09-24T16:49:39.819094
ASG671266,CRS058797,2025-09-24T16:49:39.819094,fa_d7e14820,False,MOD764544,future,288594507,2025-09-24T16:49:39.819094
ASG468722,CRS058797,2025-09-24T16:49:39.819094,fa_d8ba229d,False,MOD613318,future,288594507,2025-09-24T16:49:39.819094
ASG000246,CRS058797,2025-09-24T16:49:39.819094,fa_d2b0ce3d,False,MOD613318,future,288594507,2025-09-24T16:49:39.819094
ASG242021,CRS058797,2025-09-24T16:49:39.819094,fa_4886fbdc,False,MOD389985,future,288594507,2025-09-24T16:49:39.819094
ASG052242,CRS652689,2025-09-24T16:49:39.819094,fa_8b18362e,False,MOD272229,future,288594507,2025-09-24T16:49:39.819094
ASG932521,CRS652689,2025-09-24T16:49:39.819094,fa_d95e7edc,False,MOD272229,future,288594507,2025-09-24T16:49:39.819094
ASG194384,CRS652689,2025-09-24T16:49:39.820093,fa_9f91b65a,False,MOD430710,future,288594507,2025-09-24T16:49:39.820093
ASG632615,CRS652689,2025-09-24T16:49:39.820093,fa_b550adf4,False,MOD340216,future,288594507,2025-09-24T16:49:39.820093
ASG996962,CRS652689,2025-09-24T16:49:39.820093,fa_39b0acb9,False,MOD340216,future,288594507,2025-09-24T16:49:39.820093
ASG852989,CRS652689,2025-09-24T16:49:39.820093,fa_424daceb,False,MOD730860,future,288594507,2025-09-24T16:49:39.820093
ASG436735,CRS652689,2025-09-24T16:49:39.820093,fa_0781a901,False,MOD730860,future,288594507,2025-09-24T16:49:39.820093
ASG922746,CRS652689,2025-09-24T16:49:39.820093,fa_758a382b,False,MOD351862,future,288594507,2025-09-24T16:49:39.820093
ASG569685,CRS652689,2025-09-24T16:49:39.820093,fa_0a87cb54,False,MOD351862,future,288594507,2025-09-24T16:49:39.820093
ASG450416,CRS652689,2025-09-24T16:49:39.820093,fa_375e72a2,False,MOD152732,future,288594507,2025-09-24T16:49:39.820093
ASG757487,CRS652689,2025-09-24T16:49:39.820093,fa_f47203b3,False,MOD229518,future,288594507,2025-09-24T16:49:39.820093
ASG811498,CRS652689,2025-09-24T16:49:39.820093,fa_526c0e46,False,MOD017828,future,288594507,2025-09-24T16:49:39.820093
ASG309689,CRS652689,2025-09-24T16:49:39.820093,fa_337786b2,False,MOD017828,future,288594507,2025-09-24T16:49:39.820093
ASG185223,CRS652689,2025-09-24T16:49:39.820093,fa_2f7d9f6c,False,MOD346529,future,288594507,2025-09-24T16:49:39.820093
ASG800475,CRS583398,2025-09-24T16:49:39.820093,fa_f12deab7,False,MOD624828,future,288594507,2025-09-24T16:49:39.820093
ASG467978,CRS583398,2025-09-24T16:49:39.820093,fa_8d8fca1f,False,MOD624828,future,288594507,2025-09-24T16:49:39.820093
ASG505003,CRS583398,2025-09-24T16:49:39.821093,fa_68c842b2,False,MOD416467,future,288594507,2025-09-24T16:49:39.821093
ASG841128,CRS583398,2025-09-24T16:49:39.821093,fa_03d74c09,False,MOD416467,future,288594507,2025-09-24T16:49:39.821093
ASG327241,CRS583398,2025-09-24T16:49:39.821093,fa_6cbd75b1,False,MOD852923,future,288594507,2025-09-24T16:49:39.821093
ASG234064,CRS583398,2025-09-24T16:49:39.821093,fa_075a2d1a,False,MOD852923,future,288594507,2025-09-24T16:49:39.821093
ASG446368,CRS583398,2025-09-24T16:49:39.821093,fa_c4b17ded,False,MOD295195,future,288594507,2025-09-24T16:49:39.821093
ASG206847,CRS583398,2025-09-24T16:49:39.821093,fa_6c4072fd,False,MOD295195,future,288594507,2025-09-24T16:49:39.821093
ASG959133,CRS583398,2025-09-24T16:49:39.821093,fa_9e2a8d9d,False,MOD489717,future,288594507,2025-09-24T16:49:39.821093
ASG546268,CRS583398,2025-09-24T16:49:39.821093,fa_7bf9650d,False,MOD178390,future,288594507,2025-09-24T16:49:39.821093
ASG606210,CRS430230,2025-09-24T16:49:39.821093,fa_65f5ca06,False,MOD192486,future,300007546,2025-09-24T16:49:39.821093
ASG613485,CRS430230,2025-09-24T16:49:39.821093,fa_ac7bb4be,False,MOD369841,future,300007546,2025-09-24T16:49:39.821093
ASG534715,CRS430230,2025-09-24T16:49:39.821093,fa_394842f1,False,MOD369841,future,300007546,2025-09-24T16:49:39.821093
ASG527103,CRS430230,2025-09-24T16:49:39.821093,fa_3acc19e9,False,MOD405876,future,300007546,2025-09-24T16:49:39.821093
ASG442700,CRS430230,2025-09-24T16:49:39.821093,fa_4cbbcb28,False,MOD405876,future,300007546,2025-09-24T16:49:39.821093
ASG517019,CRS430230,2025-09-24T16:49:39.821093,fa_a407fffc,False,MOD975016,future,300007546,2025-09-24T16:49:39.821093
ASG273230,CRS430230,2025-09-24T16:49:39.821093,fa_6d15b165,False,MOD016077,future,300007546,2025-09-24T16:49:39.821093
ASG055313,CRS430230,2025-09-24T16:49:39.822093,fa_848bfeed,False,MOD635821,future,300007546,2025-09-24T16:49:39.822093
ASG329057,CRS446141,2025-09-24T16:49:39.822093,fa_eddc2c58,False,MOD210995,future,300007546,2025-09-24T16:49:39.822093
ASG284784,CRS446141,2025-09-24T16:49:39.822093,fa_b270e14f,False,MOD210995,future,300007546,2025-09-24T16:49:39.822093
ASG009429,CRS446141,2025-09-24T16:49:39.822093,fa_6dc6d2ac,False,MOD874307,future,300007546,2025-09-24T16:49:39.822093
ASG687550,CRS446141,2025-09-24T16:49:39.822093,fa_edb0db67,False,MOD874307,future,300007546,2025-09-24T16:49:39.822093
ASG628091,CRS446141,2025-09-24T16:49:39.822093,fa_84124c1d,False,MOD735642,future,300007546,2025-09-24T16:49:39.822093
ASG200193,CRS446141,2025-09-24T16:49:39.822093,fa_c31c0a38,False,MOD373068,future,300007546,2025-09-24T16:49:39.822093
ASG432376,CRS446141,2025-09-24T16:49:39.822093,fa_7339bf34,False,MOD373068,future,300007546,2025-09-24T16:49:39.822093
ASG765867,CRS446141,2025-09-24T16:49:39.822093,fa_fabf1eb9,False,MOD532943,future,300007546,2025-09-24T16:49:39.822093
ASG609768,CRS446141,2025-09-24T16:49:39.822093,fa_1add11ea,False,MOD532943,future,300007546,2025-09-24T16:49:39.822093
ASG914539,CRS446141,2025-09-24T16:49:39.822093,fa_7ee196a4,False,MOD666036,future,300007546,2025-09-24T16:49:39.822093
ASG424151,CRS446141,2025-09-24T16:49:39.822093,fa_c4097b81,False,MOD666036,future,300007546,2025-09-24T16:49:39.822093
ASG528951,CRS446141,2025-09-24T16:49:39.822093,fa_46eb8e90,False,MOD450429,future,300007546,2025-09-24T16:49:39.822093
ASG429405,CRS446141,2025-09-24T16:49:39.822093,fa_ff38f335,False,MOD450429,future,300007546,2025-09-24T16:49:39.822093
ASG488161,CRS446141,2025-09-24T16:49:39.822093,fa_88d5309a,False,MOD413247,future,300007546,2025-09-24T16:49:39.822093
ASG367080,CRS446141,2025-09-24T16:49:39.822093,fa_8a65cf39,False,MOD413247,future,300007546,2025-09-24T16:49:39.822093
ASG852991,CRS446141,2025-09-24T16:49:39.822093,fa_d4ba5814,False,MOD682512,future,300007546,2025-09-24T16:49:39.822093
ASG993493,CRS446141,2025-09-24T16:49:39.822093,fa_c71cf7f7,False,MOD682512,future,300007546,2025-09-24T16:49:39.822093
ASG365489,CRS446141,2025-09-24T16:49:39.822093,fa_cca65f21,False,MOD330967,future,300007546,2025-09-24T16:49:39.822093
ASG102439,CRS446141,2025-09-24T16:49:39.822093,fa_e00390e3,False,MOD330967,future,300007546,2025-09-24T16:49:39.822093
ASG394130,CRS261592,2025-09-24T16:49:39.823093,fa_d57a7cd5,False,MOD895159,future,300007546,2025-09-24T16:49:39.823093
ASG595646,CRS261592,2025-09-24T16:49:39.823093,fa_6835beff,False,MOD383486,future,300007546,2025-09-24T16:49:39.823093
ASG037975,CRS261592,2025-09-24T16:49:39.823093,fa_6cfc528b,False,MOD383486,future,300007546,2025-09-24T16:49:39.823093
ASG334226,CRS831057,2025-09-24T16:49:39.823093,fa_f651a925,False,MOD982753,future,300007546,2025-09-24T16:49:39.823093
ASG969040,CRS831057,2025-09-24T16:49:39.823093,fa_dbfe522d,False,MOD982753,future,300007546,2025-09-24T16:49:39.823093
ASG680531,CRS831057,2025-09-24T16:49:39.823093,fa_2cd0c283,False,MOD661977,future,300007546,2025-09-24T16:49:39.823093
ASG119864,CRS831057,2025-09-24T16:49:39.823093,fa_1c3b6365,False,MOD308740,future,300007546,2025-09-24T16:49:39.823093
ASG430137,CRS831057,2025-09-24T16:49:39.824093,fa_7a479252,False,MOD308740,future,300007546,2025-09-24T16:49:39.824093
ASG732860,CRS831057,2025-09-24T16:49:39.824093,fa_7dbf1d78,False,MOD788235,future,300007546,2025-09-24T16:49:39.824093
ASG544071,CRS831057,2025-09-24T16:49:39.824093,fa_ab361372,False,MOD959497,future,300007546,2025-09-24T16:49:39.824093
ASG961711,CRS058797,2025-09-24T16:49:39.824093,fa_b76bfc49,False,MOD342337,future,300007546,2025-09-24T16:49:39.824093
ASG134566,CRS058797,2025-09-24T16:49:39.824093,fa_ffbe03b4,False,MOD987246,future,300007546,2025-09-24T16:49:39.824093
ASG266948,CRS058797,2025-09-24T16:49:39.824093,fa_f9c069a6,False,MOD987246,future,300007546,2025-09-24T16:49:39.824093
ASG156319,CRS058797,2025-09-24T16:49:39.824093,fa_d90b0691,False,MOD764544,future,300007546,2025-09-24T16:49:39.824093
ASG671266,CRS058797,2025-09-24T16:49:39.824093,fa_86ea7845,False,MOD764544,future,300007546,2025-09-24T16:49:39.824093
ASG468722,CRS058797,2025-09-24T16:49:39.824093,fa_40a59da0,False,MOD613318,future,300007546,2025-09-24T16:49:39.824093
ASG000246,CRS058797,2025-09-24T16:49:39.824093,fa_d7136eca,False,MOD613318,future,300007546,2025-09-24T16:49:39.824093
ASG242021,CRS058797,2025-09-24T16:49:39.824093,fa_8fb9ec4f,False,MOD389985,future,300007546,2025-09-24T16:49:39.824093
ASG052242,CRS652689,2025-09-24T16:49:39.824093,fa_0419c5cd,False,MOD272229,future,300007546,2025-09-24T16:49:39.824093
ASG932521,CRS652689,2025-09-24T16:49:39.824093,fa_5311db37,False,MOD272229,future,300007546,2025-09-24T16:49:39.824093
ASG194384,CRS652689,2025-09-24T16:49:39.824093,fa_c8e1ff05,False,MOD430710,future,300007546,2025-09-24T16:49:39.824093
ASG632615,CRS652689,2025-09-24T16:49:39.824093,fa_eb60bb4a,False,MOD340216,future,300007546,2025-09-24T16:49:39.824093
ASG996962,CRS652689,2025-09-24T16:49:39.824093,fa_f80f448e,False,MOD340216,future,300007546,2025-09-24T16:49:39.824093
ASG852989,CRS652689,2025-09-24T16:49:39.824093,fa_d26a17c7,False,MOD730860,future,300007546,2025-09-24T16:49:39.824093
ASG436735,CRS652689,2025-09-24T16:49:39.824093,fa_0db4dbfa,False,MOD730860,future,300007546,2025-09-24T16:49:39.824093
ASG922746,CRS652689,2025-09-24T16:49:39.824093,fa_5b928712,False,MOD351862,future,300007546,2025-09-24T16:49:39.824093
ASG569685,CRS652689,2025-09-24T16:49:39.824093,fa_4e3621ab,False,MOD351862,future,300007546,2025-09-24T16:49:39.824093
ASG450416,CRS652689,2025-09-24T16:49:39.824093,fa_8af37356,False,MOD152732,future,300007546,2025-09-24T16:49:39.824093
ASG757487,CRS652689,2025-09-24T16:49:39.825094,fa_9745054a,False,MOD229518,future,300007546,2025-09-24T16:49:39.825094
ASG811498,CRS652689,2025-09-24T16:49:39.825162,fa_d0b03dee,False,MOD017828,future,300007546,2025-09-24T16:49:39.825162
ASG309689,CRS652689,2025-09-24T16:49:39.825162,fa_c9a2939b,False,MOD017828,future,300007546,2025-09-24T16:49:39.825162
ASG185223,CRS652689,2025-09-24T16:49:39.825162,fa_6f49a178,False,MOD346529,future,300007546,2025-09-24T16:49:39.825162
ASG327241,CRS583398,2025-09-24T16:49:39.825162,fa_3754a073,False,MOD852923,future,300007546,2025-09-24T16:49:39.825162
ASG234064,CRS583398,2025-09-24T16:49:39.825162,fa_83a7fdec,False,MOD852923,future,300007546,2025-09-24T16:49:39.825162
ASG446368,CRS583398,2025-09-24T16:49:39.825162,fa_19d5f44f,False,MOD295195,future,300007546,2025-09-24T16:49:39.825162
ASG206847,CRS583398,2025-09-24T16:49:39.825162,fa_31534804,False,MOD295195,future,300007546,2025-09-24T16:49:39.825162
ASG959133,CRS583398,2025-09-24T16:49:39.825162,fa_45a8f89f,False,MOD489717,future,300007546,2025-09-24T16:49:39.825162
ASG546268,CRS583398,2025-09-24T16:49:39.825162,fa_b760222a,False,MOD178390,future,300007546,2025-09-24T16:49:39.825162
ASG486881,CRS430230,2025-09-24T16:49:39.826162,fa_ca9cd39d,False,MOD700031,future,883973174,2025-09-24T16:49:39.826162
ASG976589,CRS430230,2025-09-24T16:49:39.826162,fa_af220228,False,MOD700031,future,883973174,2025-09-24T16:49:39.826162
ASG606210,CRS430230,2025-09-24T16:49:39.826162,fa_c20b506f,False,MOD192486,future,883973174,2025-09-24T16:49:39.826162
ASG613485,CRS430230,2025-09-24T16:49:39.826162,fa_41b9ceae,False,MOD369841,future,883973174,2025-09-24T16:49:39.826162
ASG534715,CRS430230,2025-09-24T16:49:39.826162,fa_5d257b2e,False,MOD369841,future,883973174,2025-09-24T16:49:39.826162
ASG527103,CRS430230,2025-09-24T16:49:39.826162,fa_96af6231,False,MOD405876,future,883973174,2025-09-24T16:49:39.826162
ASG442700,CRS430230,2025-09-24T16:49:39.826162,fa_0a7b2380,False,MOD405876,future,883973174,2025-09-24T16:49:39.826162
ASG517019,CRS430230,2025-09-24T16:49:39.826162,fa_c6b2b393,False,MOD975016,future,883973174,2025-09-24T16:49:39.826162
ASG273230,CRS430230,2025-09-24T16:49:39.826162,fa_4dfb9cbe,False,MOD016077,future,883973174,2025-09-24T16:49:39.826162
ASG055313,CRS430230,2025-09-24T16:49:39.826162,fa_13458e76,False,MOD635821,future,883973174,2025-09-24T16:49:39.826162
ASG329057,CRS446141,2025-09-24T16:49:39.826162,fa_104efb00,False,MOD210995,future,883973174,2025-09-24T16:49:39.826162
ASG284784,CRS446141,2025-09-24T16:49:39.826162,fa_4373bdcd,False,MOD210995,future,883973174,2025-09-24T16:49:39.826162
ASG009429,CRS446141,2025-09-24T16:49:39.826162,fa_8d41b6d4,False,MOD874307,future,883973174,2025-09-24T16:49:39.826162
ASG687550,CRS446141,2025-09-24T16:49:39.826162,fa_6e92fbcb,False,MOD874307,future,883973174,2025-09-24T16:49:39.826162
ASG628091,CRS446141,2025-09-24T16:49:39.826162,fa_5b320aca,False,MOD735642,future,883973174,2025-09-24T16:49:39.826162
ASG200193,CRS446141,2025-09-24T16:49:39.826162,fa_863f81c7,False,MOD373068,future,883973174,2025-09-24T16:49:39.826162
ASG432376,CRS446141,2025-09-24T16:49:39.826162,fa_edf36ff0,False,MOD373068,future,883973174,2025-09-24T16:49:39.826162
ASG765867,CRS446141,2025-09-24T16:49:39.826162,fa_7e14b6da,False,MOD532943,future,883973174,2025-09-24T16:49:39.826162
ASG609768,CRS446141,2025-09-24T16:49:39.826162,fa_d53452e1,False,MOD532943,future,883973174,2025-09-24T16:49:39.826162
ASG914539,CRS446141,2025-09-24T16:49:39.827161,fa_13afeb5d,False,MOD666036,future,883973174,2025-09-24T16:49:39.827161
ASG424151,CRS446141,2025-09-24T16:49:39.827161,fa_ae3c0650,False,MOD666036,future,883973174,2025-09-24T16:49:39.827161
ASG528951,CRS446141,2025-09-24T16:49:39.827161,fa_d60cf2d3,False,MOD450429,future,883973174,2025-09-24T16:49:39.827161
ASG429405,CRS446141,2025-09-24T16:49:39.827161,fa_6f10c04d,False,MOD450429,future,883973174,2025-09-24T16:49:39.827161
ASG488161,CRS446141,2025-09-24T16:49:39.827161,fa_d3627c42,False,MOD413247,future,883973174,2025-09-24T16:49:39.827161
ASG367080,CRS446141,2025-09-24T16:49:39.827161,fa_f97661c0,False,MOD413247,future,883973174,2025-09-24T16:49:39.827161
ASG852991,CRS446141,2025-09-24T16:49:39.827161,fa_5b75424f,False,MOD682512,future,883973174,2025-09-24T16:49:39.827161
ASG993493,CRS446141,2025-09-24T16:49:39.827161,fa_9cf9957a,False,MOD682512,future,883973174,2025-09-24T16:49:39.827161
ASG365489,CRS446141,2025-09-24T16:49:39.827161,fa_a9cec24d,False,MOD330967,future,883973174,2025-09-24T16:49:39.827161
ASG102439,CRS446141,2025-09-24T16:49:39.827161,fa_25d60ad8,False,MOD330967,future,883973174,2025-09-24T16:49:39.827161
ASG263927,CRS261592,2025-09-24T16:49:39.827161,fa_90a8ee6b,False,MOD922432,future,883973174,2025-09-24T16:49:39.827161
ASG505574,CRS261592,2025-09-24T16:49:39.827161,fa_903c41dc,False,MOD955420,future,883973174,2025-09-24T16:49:39.827161
ASG756236,CRS261592,2025-09-24T16:49:39.827161,fa_2d0c7452,False,MOD955420,future,883973174,2025-09-24T16:49:39.827161
ASG394130,CRS261592,2025-09-24T16:49:39.827161,fa_ba822218,False,MOD895159,future,883973174,2025-09-24T16:49:39.827161
ASG595646,CRS261592,2025-09-24T16:49:39.827161,fa_bf8a47c1,False,MOD383486,future,883973174,2025-09-24T16:49:39.827161
ASG037975,CRS261592,2025-09-24T16:49:39.828161,fa_ae91e844,False,MOD383486,future,883973174,2025-09-24T16:49:39.828161
ASG871008,CRS831057,2025-09-24T16:49:39.828161,fa_81d06d75,False,MOD616746,future,883973174,2025-09-24T16:49:39.828161
ASG857855,CRS831057,2025-09-24T16:49:39.828161,fa_1c1061b0,False,MOD228517,future,883973174,2025-09-24T16:49:39.828161
ASG753549,CRS831057,2025-09-24T16:49:39.828161,fa_54a768c4,False,MOD228517,future,883973174,2025-09-24T16:49:39.828161
ASG334226,CRS831057,2025-09-24T16:49:39.828161,fa_aa2a1cfd,False,MOD982753,future,883973174,2025-09-24T16:49:39.828161
ASG969040,CRS831057,2025-09-24T16:49:39.828161,fa_e650974b,False,MOD982753,future,883973174,2025-09-24T16:49:39.828161
ASG680531,CRS831057,2025-09-24T16:49:39.828161,fa_45c98ca1,False,MOD661977,future,883973174,2025-09-24T16:49:39.828161
ASG119864,CRS831057,2025-09-24T16:49:39.828161,fa_bdecebb4,False,MOD308740,future,883973174,2025-09-24T16:49:39.828161
ASG430137,CRS831057,2025-09-24T16:49:39.828161,fa_e73386d9,False,MOD308740,future,883973174,2025-09-24T16:49:39.828161
ASG732860,CRS831057,2025-09-24T16:49:39.828161,fa_4c160a92,False,MOD788235,future,883973174,2025-09-24T16:49:39.828161
ASG544071,CRS831057,2025-09-24T16:49:39.828161,fa_ed74a8cd,False,MOD959497,future,883973174,2025-09-24T16:49:39.828161
ASG961711,CRS058797,2025-09-24T16:49:39.828161,fa_8517e81d,False,MOD342337,future,883973174,2025-09-24T16:49:39.828161
ASG134566,CRS058797,2025-09-24T16:49:39.828161,fa_28bb9a3a,False,MOD987246,future,883973174,2025-09-24T16:49:39.828161
ASG266948,CRS058797,2025-09-24T16:49:39.828161,fa_029e4f29,False,MOD987246,future,883973174,2025-09-24T16:49:39.828161
ASG156319,CRS058797,2025-09-24T16:49:39.828161,fa_315e5e0e,False,MOD764544,future,883973174,2025-09-24T16:49:39.828161
ASG671266,CRS058797,2025-09-24T16:49:39.828161,fa_e8c3a3ee,False,MOD764544,future,883973174,2025-09-24T16:49:39.828161
ASG468722,CRS058797,2025-09-24T16:49:39.829161,fa_5c44a0ad,False,MOD613318,future,883973174,2025-09-24T16:49:39.829161
ASG000246,CRS058797,2025-09-24T16:49:39.829161,fa_0072d586,False,MOD613318,future,883973174,2025-09-24T16:49:39.829161
ASG242021,CRS058797,2025-09-24T16:49:39.829161,fa_4e11efba,False,MOD389985,future,883973174,2025-09-24T16:49:39.829161
ASG052242,CRS652689,2025-09-24T16:49:39.829161,fa_6533be10,False,MOD272229,future,883973174,2025-09-24T16:49:39.829161
ASG932521,CRS652689,2025-09-24T16:49:39.829161,fa_6b8e411a,False,MOD272229,future,883973174,2025-09-24T16:49:39.829161
ASG194384,CRS652689,2025-09-24T16:49:39.829161,fa_54a0b96b,False,MOD430710,future,883973174,2025-09-24T16:49:39.829161
ASG632615,CRS652689,2025-09-24T16:49:39.829161,fa_6be3550d,False,MOD340216,future,883973174,2025-09-24T16:49:39.829161
