assignDate,assignmentType,averageScore,courseId,createdAt,description,dueDate,id,lateRate,maxAttempts,maxScore,moduleId,name,submissionRate,updatedAt,weight
2025-04-09T00:00:00,Exam,0.0,CRS058797,2025-09-24T16:49:39.734144,מבחן זה בודק את הבנתך הכוללת של החומר. This exam focuses on Discussion Exam 2.,2025-04-16T00:00:00,ASG000246,0.0,2,100.0,MOD613318,Discussion Exam 2,0,2025-09-24T16:49:39.734144,0.3
2025-04-28T00:00:00,Homework,0.0,CRS058797,2025-09-24T16:49:39.734144,השתמש במה שלמדת כדי לפתור את הבעיות הללו. This homework focuses on Homework - Theory in יסודות Concepts.,2025-05-11T00:00:00,ASG242021,0.0,5,100.0,MOD389985,Homework - Theory in יסודות Concepts,0,2025-09-24T16:49:39.734144,0.2
2025-02-08T00:00:00,Homework,0.0,CRS652689,2025-09-24T16:49:39.734144,משימת הבית הזו מספקת תרגול על מושגים מרכזיים. This homework focuses on Homework on Project in כימיה.,2025-02-16T00:00:00,ASG052242,0.0,1,100.0,MOD272229,Homework on Project in כימיה,0,2025-09-24T16:49:39.734144,0.2
2025-02-05T00:00:00,Project,0.0,CRS652689,2025-09-24T16:49:39.734144,פַּתֵּחַ פרויקט שמדגים את הבנתך של החומר הנלמד. This project focuses on Project on Project in כימיה.,2025-02-15T00:00:00,ASG932521,0.0,,100.0,MOD272229,Project on Project in כימיה,0,2025-09-24T16:49:39.734144,0.25
2025-02-17T00:00:00,Quiz,0.0,CRS652689,2025-09-24T16:49:39.734144,מבחן קצר לבדיקת הבנתך של מושגים מרכזיים. This quiz focuses on Practice Quiz 1.,2025-02-28T00:00:00,ASG194384,0.0,3,100.0,MOD430710,Practice Quiz 1,0,2025-09-24T16:49:39.734144,0.15
2025-03-07T00:00:00,Quiz,0.0,CRS652689,2025-09-24T16:49:39.734144,המבחן כולל את החומר המרכזי מהשיעורים האחרונים. This quiz focuses on Project in כימיה.,2025-03-15T00:00:00,ASG632615,0.0,2,100.0,MOD340216,Quiz 1: Project in כימיה,0,2025-09-24T16:49:39.734144,0.15
2025-03-09T00:00:00,Quiz,0.0,CRS652689,2025-09-24T16:49:39.734144,מבחן קצר לבדיקת הבנתך של מושגים מרכזיים. This quiz focuses on Project in כימיה Quiz 2.,2025-03-14T00:00:00,ASG996962,0.0,2,100.0,MOD340216,Project in כימיה Quiz 2,0,2025-09-24T16:49:39.734144,0.15
2025-03-18T00:00:00,Homework,0.0,CRS652689,2025-09-24T16:49:39.734144,השלם את התרגילים הללו כדי לחזק את הבנתך. This homework focuses on Homework - כימיה Fundamentals Concepts.,2025-03-26T00:00:00,ASG852989,0.0,2,100.0,MOD730860,Homework - כימיה Fundamentals Concepts,0,2025-09-24T16:49:39.734144,0.2
2025-03-17T00:00:00,Project,0.0,CRS652689,2025-09-24T16:49:39.734144,פרויקט זה מאפשר יישום מעשי של המושגים שנלמדו. This project focuses on כימיה Fundamentals.,2025-03-26T00:00:00,ASG436735,0.0,,100.0,MOD730860,Project 2: כימיה Fundamentals,0,2025-09-24T16:49:39.734144,0.25
2025-03-31T00:00:00,Quiz,0.0,CRS652689,2025-09-24T16:49:39.734144,המבחן כולל את החומר המרכזי מהשיעורים האחרונים. This quiz focuses on Quiz - כימיה Research Concepts.,2025-04-10T00:00:00,ASG922746,0.0,1,100.0,MOD351862,Quiz - כימיה Research Concepts,0,2025-09-24T16:49:39.734144,0.15
2025-04-03T00:00:00,Quiz,0.0,CRS652689,2025-09-24T16:49:39.734144,המבחן כולל את החומר המרכזי מהשיעורים האחרונים. This quiz focuses on Quiz - כימיה Research Concepts.,2025-04-14T00:00:00,ASG569685,0.0,3,100.0,MOD351862,Quiz - כימיה Research Concepts,0,2025-09-24T16:49:39.734144,0.15
2025-04-19T00:00:00,Project,0.0,CRS652689,2025-09-24T16:49:39.734144,צור פתרון מקיף שמציג את כישוריך. This project focuses on כימיה Fundamentals Project 1.,2025-04-23T00:00:00,ASG450416,0.0,,100.0,MOD152732,כימיה Fundamentals Project 1,0,2025-09-24T16:49:39.734144,0.25
2025-04-28T00:00:00,Homework,0.0,CRS652689,2025-09-24T16:49:39.734144,השתמש במה שלמדת כדי לפתור את הבעיות הללו. This homework focuses on Theory Homework 1.,2025-05-07T00:00:00,ASG757487,0.0,3,100.0,MOD229518,Theory Homework 1,0,2025-09-24T16:49:39.734144,0.2
2025-05-14T00:00:00,Homework,0.0,CRS652689,2025-09-24T16:49:39.734144,השתמש במה שלמדת כדי לפתור את הבעיות הללו. This homework focuses on Homework on כימיה Fundamentals.,2025-05-21T00:00:00,ASG811498,0.0,1,100.0,MOD017828,Homework on כימיה Fundamentals,0,2025-09-24T16:49:39.734144,0.2
2025-05-12T00:00:00,Homework,0.0,CRS652689,2025-09-24T16:49:39.734144,השלם את התרגילים הללו כדי לחזק את הבנתך. This homework focuses on Homework - כימיה Fundamentals Concepts.,2025-05-24T00:00:00,ASG309689,0.0,1,100.0,MOD017828,Homework - כימיה Fundamentals Concepts,0,2025-09-24T16:49:39.734144,0.2
2025-06-02T00:00:00,Exam,0.0,CRS652689,2025-09-24T16:49:39.734144,מבחן זה בודק את הבנתך הכוללת של החומר. This exam focuses on Exam - Discussion Applications Concepts.,2025-06-18T00:00:00,ASG185223,0.0,1,100.0,MOD346529,Exam - Discussion Applications Concepts,0,2025-09-24T16:49:39.734144,0.3
2024-09-13T00:00:00,Quiz,73.82142857142857,CRS583398,2025-09-24T16:49:39.734144,מבחן קצר לבדיקת הבנתך של מושגים מרכזיים. This quiz focuses on בניית Fundamentals Quiz 1.,2024-09-15T00:00:00,ASG273906,0.0,2,100.0,MOD892680,בניית Fundamentals Quiz 1,28,2025-09-24T16:49:39.773319,0.15
2024-09-13T00:00:00,Homework,72.89615384615385,CRS583398,2025-09-24T16:49:39.734144,השתמש במה שלמדת כדי לפתור את הבעיות הללו. This homework focuses on בניית Fundamentals Assessment 2.,2024-09-15T00:00:00,ASG843006,7.6923076923076925,2,100.0,MOD892680,בניית Fundamentals Assessment 2,26,2025-09-24T16:49:39.773319,0.2
2024-09-21T00:00:00,Project,75.61923076923077,CRS583398,2025-09-24T16:49:39.734144,פַּתֵּחַ פרויקט שמדגים את הבנתך של החומר הנלמד. This project focuses on Discussion Applications Assessment 1.,2024-09-26T00:00:00,ASG864612,11.538461538461538,,100.0,MOD646818,Discussion Applications Assessment 1,26,2025-09-24T16:49:39.771314,0.25
2024-09-29T00:00:00,Homework,74.71071428571429,CRS583398,2025-09-24T16:49:39.734144,משימת הבית הזו מספקת תרגול על מושגים מרכזיים. This homework focuses on Homework on Theory.,2024-10-02T00:00:00,ASG484417,14.285714285714285,5,100.0,MOD780422,Homework on Theory,28,2025-09-24T16:49:39.771314,0.2
2024-09-29T00:00:00,Exam,75.13448275862069,CRS583398,2025-09-24T16:49:39.734144,מבחן מקיף הכולל את כל הנושאים המרכזיים במודול זה. This exam focuses on Theory.,2024-10-03T00:00:00,ASG338808,3.4482758620689653,1,100.0,MOD780422,Exam 2: Theory,29,2025-09-24T16:49:39.773319,0.3
2024-10-06T00:00:00,Exam,75.57916666666667,CRS583398,2025-09-24T16:49:39.734144,מבחן מקיף הכולל את כל הנושאים המרכזיים במודול זה. This exam focuses on בניית Fundamentals Assessment 1.,2024-10-11T00:00:00,ASG798030,12.5,1,100.0,MOD217930,בניית Fundamentals Assessment 1,24,2025-09-24T16:49:39.771314,0.3
2024-10-05T00:00:00,Exam,74.10000000000001,CRS583398,2025-09-24T16:49:39.734144,הפגן שליטה בנושא באמצעות מבחן מעמיק זה. This exam focuses on בניית Fundamentals Exam 2.,2024-10-12T00:00:00,ASG590848,0.0,2,100.0,MOD217930,בניית Fundamentals Exam 2,28,2025-09-24T16:49:39.773319,0.3
2024-10-13T00:00:00,Homework,73.20357142857142,CRS583398,2025-09-24T16:49:39.734144,משימת הבית הזו מספקת תרגול על מושגים מרכזיים. This homework focuses on Homework on בניית Research.,2024-10-20T00:00:00,ASG622917,17.857142857142858,3,100.0,MOD399152,Homework on בניית Research,28,2025-09-24T16:49:39.771314,0.2
2024-10-22T00:00:00,Exam,77.13333333333334,CRS583398,2025-09-24T16:49:39.734144,הפגן שליטה בנושא באמצעות מבחן מעמיק זה. This exam focuses on Exam on Project.,2024-10-29T00:00:00,ASG168689,0.0,3,100.0,MOD647562,Exam on Project,24,2025-09-24T16:49:39.773319,0.3
2024-10-21T00:00:00,Homework,77.62916666666668,CRS583398,2025-09-24T16:49:39.734144,משימת הבית הזו מספקת תרגול על מושגים מרכזיים. This homework focuses on Project Assessment 2.,2024-10-29T00:00:00,ASG716661,0.0,4,100.0,MOD647562,Project Assessment 2,24,2025-09-24T16:49:39.773319,0.2
2024-10-31T00:00:00,Exam,82.21428571428571,CRS583398,2025-09-24T16:49:39.734144,מבחן זה בודק את הבנתך הכוללת של החומר. This exam focuses on Exam on Research in בניית.,2024-11-05T00:00:00,ASG800475,0.0,2,100.0,MOD624828,Exam on Research in בניית,14,2025-09-24T16:49:39.771314,0.3
2024-11-01T00:00:00,Homework,78.39090909090909,CRS583398,2025-09-24T16:49:39.734144,השתמש במה שלמדת כדי לפתור את הבעיות הללו. This homework focuses on Research in בניית Homework 2.,2024-11-03T00:00:00,ASG467978,0.0,2,100.0,MOD624828,Research in בניית Homework 2,11,2025-09-24T16:49:39.771314,0.2
2024-11-09T00:00:00,Quiz,0.0,CRS583398,2025-09-24T16:49:39.734144,השלים את המבחן הזה כדי להפגין את ידיעותיך במושגים בסיסיים. This quiz focuses on בניית Fundamentals.,2024-11-11T00:00:00,ASG505003,0.0,3,100.0,MOD416467,Quiz 1: בניית Fundamentals,0,2025-09-24T16:49:39.734144,0.15
2024-11-07T00:00:00,Quiz,90.56666666666666,CRS583398,2025-09-24T16:49:39.734144,מבחן קצר לבדיקת הבנתך של מושגים מרכזיים. This quiz focuses on בניית Fundamentals Quiz 2.,2024-11-13T00:00:00,ASG841128,0.0,2,100.0,MOD416467,בניית Fundamentals Quiz 2,3,2025-09-24T16:49:39.771314,0.15
2024-11-16T00:00:00,Exam,0.0,CRS583398,2025-09-24T16:49:39.734144,הפגן שליטה בנושא באמצעות מבחן מעמיק זה. This exam focuses on בניית Discussion Assessment 1.,2024-11-22T00:00:00,ASG327241,0.0,2,100.0,MOD852923,בניית Discussion Assessment 1,0,2025-09-24T16:49:39.734144,0.3
2024-11-15T00:00:00,Exam,0.0,CRS583398,2025-09-24T16:49:39.736142,מבחן מקיף הכולל את כל הנושאים המרכזיים במודול זה. This exam focuses on בניית Discussion Assessment 2.,2024-11-20T00:00:00,ASG234064,0.0,2,100.0,MOD852923,בניית Discussion Assessment 2,0,2025-09-24T16:49:39.736142,0.3
2024-11-25T00:00:00,Project,0.0,CRS583398,2025-09-24T16:49:39.736142,פַּתֵּחַ פרויקט שמדגים את הבנתך של החומר הנלמד. This project focuses on Research Project 1.,2024-11-28T00:00:00,ASG446368,0.0,,100.0,MOD295195,Research Project 1,0,2025-09-24T16:49:39.736142,0.25
2024-11-24T00:00:00,Homework,0.0,CRS583398,2025-09-24T16:49:39.736142,השלם את התרגילים הללו כדי לחזק את הבנתך. This homework focuses on Research Assessment 2.,2024-11-30T00:00:00,ASG206847,0.0,5,100.0,MOD295195,Research Assessment 2,0,2025-09-24T16:49:39.736142,0.2
2024-12-03T00:00:00,Exam,0.0,CRS583398,2025-09-24T16:49:39.736142,מבחן זה בודק את הבנתך הכוללת של החומר. This exam focuses on Research Exam 1.,2024-12-09T00:00:00,ASG959133,0.0,2,100.0,MOD489717,Research Exam 1,0,2025-09-24T16:49:39.736142,0.3
2024-12-11T00:00:00,Project,0.0,CRS583398,2025-09-24T16:49:39.736142,פרויקט זה מאפשר יישום מעשי של המושגים שנלמדו. This project focuses on בניית Fundamentals Project 1.,2024-12-15T00:00:00,ASG546268,0.0,,100.0,MOD178390,בניית Fundamentals Project 1,0,2025-09-24T16:49:39.736142,0.25
